case_id,H,W,int_mean,int_std,int_min,int_max,class_0_px,class_0_pct,class_1_px,class_1_pct,class_2_px,class_2_pct,class_4_px,class_4_pct
10598,240,240,350.5946350097656,108.53219604492188,0.0,1511.0,56017,97.25173611111111,33.0,0.057291666666666664,1317.0,2.2864583333333335,233.0,0.4045138888888889
10599,240,240,348.7724914550781,101.5863037109375,0.0,1509.0,56214,97.59375,11.0,0.019097222222222224,1184.0,2.055555555555556,191.0,0.3315972222222222
10600,240,240,346.013427734375,94.50978088378906,0.0,1562.0,56417,97.94618055555556,2.0,0.003472222222222222,1074.0,1.8645833333333335,107.0,0.1857638888888889
10601,240,240,346.0943298339844,91.2144546508789,0.0,1552.0,56502,98.09375,,,1062.0,1.84375,36.0,0.0625
10602,240,240,347.140869140625,91.64533996582031,0.0,1538.0,56608,98.27777777777777,,,986.0,1.7118055555555556,6.0,0.010416666666666668
10603,240,240,348.07391357421875,95.08391571044922,0.0,1565.0,56720,98.47222222222223,,,880.0,1.5277777777777777,,
10752,240,240,484.2919006347656,142.5586395263672,0.0,1773.0,57000,98.95833333333334,,,600.0,1.0416666666666665,,
10753,240,240,487.203369140625,135.67686462402344,0.0,1657.0,57069,99.078125,,,531.0,0.921875,,
10754,240,240,489.3550109863281,131.18360900878906,0.0,1654.0,57127,99.17881944444444,,,473.0,0.8211805555555556,,
10755,240,240,493.7833251953125,129.7617645263672,0.0,1768.0,57116,99.15972222222223,,,484.0,0.8402777777777778,,
10756,240,240,498.6013488769531,132.33328247070312,0.0,1717.0,57049,99.04340277777777,,,551.0,0.9565972222222222,,
10757,240,240,501.7834167480469,129.94642639160156,0.0,1670.0,57080,99.09722222222223,,,520.0,0.9027777777777777,,
10758,240,240,504.9637451171875,125.66808319091797,0.0,1697.0,57219,99.33854166666667,,,381.0,0.6614583333333334,,
10759,240,240,506.4098815917969,124.66896057128906,0.0,1720.0,57301,99.48090277777779,,,299.0,0.5190972222222222,,
10760,240,240,507.8806457519531,122.29317474365234,0.0,1731.0,57437,99.71701388888889,,,163.0,0.2829861111111111,,
10761,240,240,508.5164489746094,120.3418960571289,0.0,1698.0,57484,99.79861111111111,,,116.0,0.2013888888888889,,
10762,240,240,509.16949462890625,121.77326965332031,0.0,1745.0,57523,99.86631944444444,,,77.0,0.13368055555555555,,
10763,240,240,508.00579833984375,123.42451477050781,0.0,1726.0,57595,99.99131944444444,,,5.0,0.008680555555555556,,
10764,240,240,507.8204345703125,125.73812866210938,0.0,1707.0,57596,99.99305555555556,,,4.0,0.006944444444444444,,
10765,240,240,508.0592346191406,126.7137680053711,0.0,1751.0,57597,99.99479166666667,,,3.0,0.005208333333333334,,
10766,240,240,507.75286865234375,129.46926879882812,0.0,1759.0,57597,99.99479166666667,,,3.0,0.005208333333333334,,
10767,240,240,507.7779846191406,128.83360290527344,0.0,1716.0,57600,100.0,,,,,,
10768,240,240,510.0833435058594,132.39564514160156,0.0,1790.0,57600,100.0,,,,,,
10769,240,240,509.85540771484375,136.4525604248047,0.0,1766.0,57600,100.0,,,,,,
10770,240,240,508.9481201171875,136.1573944091797,0.0,1742.0,57600,100.0,,,,,,
10771,240,240,508.61468505859375,137.41383361816406,0.0,1785.0,57600,100.0,,,,,,
10920,240,240,335.81756591796875,65.93392944335938,0.0,1039.0,56866,98.72569444444444,,,365.0,0.6336805555555556,369.0,0.640625
10921,240,240,338.5403137207031,75.53096771240234,0.0,1130.0,56804,98.61805555555556,10.0,0.017361111111111112,337.0,0.5850694444444445,449.0,0.7795138888888888
10922,240,240,337.8121337890625,71.6315689086914,0.0,990.0,56737,98.50173611111111,6.0,0.010416666666666668,287.0,0.4982638888888889,570.0,0.9895833333333333
10923,240,240,340.2966003417969,73.96391296386719,0.0,969.0,56621,98.30034722222221,6.0,0.010416666666666668,273.0,0.47395833333333337,700.0,1.215277777777778
10924,240,240,340.0152587890625,69.03699493408203,0.0,883.0,56502,98.09375,58.0,0.10069444444444445,331.0,0.5746527777777778,709.0,1.230902777777778
10925,240,240,342.8800964355469,72.07535552978516,0.0,978.0,56394,97.90625,111.0,0.19270833333333334,402.0,0.6979166666666666,693.0,1.203125
10926,240,240,342.790283203125,70.94721221923828,0.0,1032.0,56301,97.74479166666666,140.0,0.24305555555555555,450.0,0.78125,709.0,1.230902777777778
10927,240,240,345.1678466796875,77.47476196289062,0.0,1249.0,56189,97.55034722222223,160.0,0.2777777777777778,500.0,0.8680555555555556,751.0,1.3038194444444444
10928,240,240,345.24310302734375,76.26592254638672,0.0,1122.0,56055,97.31770833333333,160.0,0.2777777777777778,571.0,0.9913194444444445,814.0,1.4131944444444444
10929,240,240,348.85980224609375,78.77100372314453,0.0,963.0,55857,96.97395833333333,179.0,0.3107638888888889,678.0,1.1770833333333333,886.0,1.5381944444444444
10930,240,240,349.56256103515625,76.16012573242188,0.0,917.0,55691,96.68576388888889,199.0,0.3454861111111111,733.0,1.2725694444444444,977.0,1.6961805555555556
10931,240,240,349.7673645019531,75.50497436523438,0.0,937.0,55575,96.484375,225.0,0.390625,776.0,1.3472222222222223,1024.0,1.7777777777777777
10932,240,240,349.51947021484375,76.52511596679688,0.0,957.0,55491,96.33854166666667,277.0,0.48090277777777773,823.0,1.4288194444444444,1009.0,1.7517361111111112
10933,240,240,348.2341613769531,77.83146667480469,0.0,976.0,55424,96.22222222222221,315.0,0.546875,868.0,1.5069444444444444,993.0,1.7239583333333333
10934,240,240,346.4244079589844,77.72637176513672,0.0,996.0,55344,96.08333333333333,322.0,0.5590277777777777,913.0,1.5850694444444444,1021.0,1.7725694444444444
10935,240,240,345.11370849609375,75.67338562011719,0.0,1014.0,55219,95.86631944444444,311.0,0.5399305555555556,1022.0,1.7743055555555558,1048.0,1.8194444444444444
10936,240,240,343.6275939941406,74.1928939819336,0.0,1020.0,55135,95.72048611111111,328.0,0.5694444444444444,1098.0,1.90625,1039.0,1.8038194444444444
10937,240,240,342.1739807128906,72.63204956054688,0.0,995.0,55079,95.62326388888889,372.0,0.6458333333333334,1151.0,1.998263888888889,998.0,1.7326388888888888
10938,240,240,341.3811340332031,72.1015625,0.0,964.0,55022,95.52430555555556,453.0,0.7864583333333333,1222.0,2.1215277777777777,903.0,1.5677083333333335
10939,240,240,340.6536865234375,71.73944091796875,0.0,937.0,54994,95.47569444444444,488.0,0.8472222222222223,1261.0,2.189236111111111,857.0,1.487847222222222
11,240,240,404.7619934082031,104.11335754394531,0.0,1631.0,56783,98.58159722222221,203.0,0.3524305555555556,305.0,0.529513888888889,309.0,0.5364583333333334
11088,240,240,296.3478698730469,57.619110107421875,0.0,785.0,55233,95.890625,249.0,0.4322916666666667,1355.0,2.3524305555555554,763.0,1.3246527777777777
11089,240,240,296.8375244140625,58.041683197021484,0.0,781.0,55280,95.97222222222223,260.0,0.45138888888888884,1333.0,2.314236111111111,727.0,1.262152777777778
11090,240,240,296.9192810058594,58.79627227783203,0.0,787.0,55273,95.96006944444444,190.0,0.3298611111111111,1387.0,2.407986111111111,750.0,1.3020833333333335
11091,240,240,297.5553283691406,58.45253372192383,0.0,798.0,55245,95.91145833333333,196.0,0.34027777777777773,1415.0,2.4565972222222223,744.0,1.2916666666666667
11092,240,240,297.4860534667969,56.41261291503906,0.0,806.0,55236,95.89583333333334,132.0,0.22916666666666666,1402.0,2.4340277777777777,830.0,1.4409722222222223
11093,240,240,296.807861328125,54.554481506347656,0.0,767.0,55194,95.82291666666667,146.0,0.2534722222222222,1462.0,2.538194444444444,798.0,1.3854166666666667
11094,240,240,295.86370849609375,54.74696731567383,0.0,734.0,55162,95.76736111111111,187.0,0.3246527777777778,1492.0,2.5902777777777777,759.0,1.3177083333333335
11095,240,240,294.9856262207031,55.46624755859375,0.0,755.0,55057,95.58506944444444,196.0,0.34027777777777773,1560.0,2.7083333333333335,787.0,1.3663194444444444
11096,240,240,294.79638671875,56.506019592285156,0.0,851.0,54999,95.484375,169.0,0.29340277777777773,1608.0,2.7916666666666665,824.0,1.4305555555555556
11097,240,240,294.15899658203125,58.43135070800781,0.0,917.0,54949,95.39756944444444,283.0,0.4913194444444445,1639.0,2.845486111111111,729.0,1.265625
11098,240,240,293.4573974609375,59.364471435546875,0.0,814.0,54909,95.328125,291.0,0.5052083333333333,1520.0,2.638888888888889,880.0,1.5277777777777777
11099,240,240,292.3105163574219,60.37060546875,0.0,751.0,54924,95.35416666666666,242.0,0.4201388888888889,1544.0,2.6805555555555554,890.0,1.5451388888888888
11100,240,240,291.6253967285156,60.70978927612305,0.0,739.0,54921,95.34895833333333,262.0,0.4548611111111111,1558.0,2.704861111111111,859.0,1.4913194444444444
11101,240,240,290.8004455566406,62.290775299072266,0.0,740.0,54891,95.296875,253.0,0.43923611111111105,1573.0,2.730902777777778,883.0,1.5329861111111112
11102,240,240,290.2669372558594,63.98218536376953,0.0,763.0,54875,95.26909722222221,321.0,0.5572916666666667,1537.0,2.6684027777777777,867.0,1.5052083333333335
11103,240,240,289.60662841796875,65.77635192871094,0.0,781.0,54871,95.26215277777777,225.0,0.390625,1517.0,2.6336805555555554,987.0,1.7135416666666667
11104,240,240,289.2688903808594,67.22608184814453,0.0,822.0,54878,95.27430555555556,229.0,0.3975694444444444,1524.0,2.6458333333333335,969.0,1.6822916666666667
11105,240,240,288.73663330078125,68.05347442626953,0.0,848.0,54946,95.39236111111111,287.0,0.4982638888888889,1499.0,2.6024305555555554,868.0,1.5069444444444444
11106,240,240,288.57733154296875,68.66070556640625,0.0,840.0,54927,95.359375,153.0,0.265625,1518.0,2.635416666666667,1002.0,1.7395833333333333
11107,240,240,288.4832458496094,69.85201263427734,0.0,829.0,54948,95.39583333333333,231.0,0.40104166666666663,1573.0,2.730902777777778,848.0,1.472222222222222
11256,240,240,404.557861328125,66.9800033569336,0.0,986.0,55179,95.796875,384.0,0.6666666666666667,1691.0,2.935763888888889,346.0,0.6006944444444444
11257,240,240,405.0722351074219,64.13921356201172,0.0,905.0,55145,95.73784722222223,382.0,0.6631944444444444,1718.0,2.982638888888889,355.0,0.6163194444444444
11258,240,240,406.1842346191406,62.51943588256836,0.0,824.0,55117,95.68923611111111,401.0,0.6961805555555556,1724.0,2.9930555555555554,358.0,0.6215277777777778
11259,240,240,407.1407470703125,62.410675048828125,0.0,838.0,55119,95.69270833333333,381.0,0.6614583333333334,1744.0,3.0277777777777777,356.0,0.6180555555555556
11260,240,240,407.785888671875,64.51091003417969,0.0,965.0,55128,95.70833333333333,347.0,0.6024305555555556,1776.0,3.0833333333333335,349.0,0.6059027777777778
11261,240,240,408.2666931152344,68.32129669189453,0.0,1094.0,55153,95.75173611111111,178.0,0.3090277777777778,1963.0,3.4079861111111107,306.0,0.53125
11262,240,240,408.4542236328125,70.97270965576172,0.0,1219.0,55150,95.74652777777779,170.0,0.2951388888888889,2017.0,3.501736111111111,263.0,0.4565972222222222
11263,240,240,405.922119140625,70.35970306396484,0.0,1111.0,55183,95.80381944444444,123.0,0.21354166666666666,2085.0,3.619791666666667,209.0,0.3628472222222222
11264,240,240,402.80303955078125,67.33445739746094,0.0,1046.0,55209,95.84895833333333,124.0,0.2152777777777778,2075.0,3.6024305555555554,192.0,0.33333333333333337
11265,240,240,399.0281066894531,63.943180084228516,0.0,945.0,55227,95.88020833333334,147.0,0.2552083333333333,2051.0,3.560763888888889,175.0,0.3038194444444445
11266,240,240,395.9037780761719,61.47273635864258,0.0,850.0,55255,95.92881944444444,152.0,0.2638888888888889,2033.0,3.529513888888889,160.0,0.2777777777777778
11267,240,240,392.6224670410156,60.95576095581055,0.0,759.0,55304,96.01388888888889,202.0,0.3506944444444444,2000.0,3.4722222222222223,94.0,0.16319444444444445
11268,240,240,389.9068603515625,61.0806999206543,0.0,758.0,55365,96.11979166666667,220.0,0.3819444444444444,1958.0,3.3993055555555554,57.0,0.09895833333333334
11269,240,240,386.83428955078125,62.18425369262695,0.0,805.0,55430,96.23263888888889,178.0,0.3090277777777778,1955.0,3.394097222222222,37.0,0.06423611111111112
11270,240,240,384.6175842285156,61.66056823730469,0.0,837.0,55483,96.32465277777777,150.0,0.26041666666666663,1949.0,3.383680555555556,18.0,0.03125
11271,240,240,383.1091613769531,60.22800064086914,0.0,752.0,55547,96.43576388888889,136.0,0.2361111111111111,1902.0,3.302083333333333,15.0,0.026041666666666668
11272,240,240,382.16864013671875,58.823944091796875,0.0,670.0,55649,96.61284722222221,,,1939.0,3.3663194444444446,12.0,0.020833333333333336
11273,240,240,380.948486328125,59.02669906616211,0.0,650.0,55724,96.74305555555556,,,1869.0,3.2447916666666665,7.0,0.012152777777777778
11274,240,240,380.1705627441406,59.7689323425293,0.0,645.0,55814,96.89930555555556,,,1784.0,3.0972222222222223,2.0,0.003472222222222222
11275,240,240,379.4402770996094,61.45907974243164,0.0,664.0,55909,97.06423611111111,,,1690.0,2.9340277777777777,1.0,0.001736111111111111
11424,240,240,472.91302490234375,84.01713562011719,0.0,1056.0,57512,99.84722222222221,,,88.0,0.1527777777777778,,
11425,240,240,472.5676574707031,84.78975677490234,0.0,1178.0,57478,99.78819444444444,,,122.0,0.21180555555555558,,
11426,240,240,474.3117980957031,82.77652740478516,0.0,1126.0,57443,99.72743055555556,,,157.0,0.2725694444444445,,
11427,240,240,476.32568359375,82.67523193359375,0.0,1088.0,57394,99.64236111111111,,,206.0,0.3576388888888889,,
11428,240,240,477.4017639160156,80.7497787475586,0.0,1132.0,57309,99.49479166666667,,,291.0,0.5052083333333333,,
11429,240,240,479.14202880859375,81.17744445800781,0.0,1332.0,57169,99.25173611111111,,,431.0,0.7482638888888888,,
11430,240,240,479.09588623046875,79.28907775878906,0.0,1192.0,57071,99.08159722222221,,,529.0,0.9184027777777777,,
11431,240,240,478.9621276855469,79.13089752197266,0.0,1051.0,56915,98.81076388888889,,,685.0,1.1892361111111112,,
11432,240,240,478.7530212402344,78.57205200195312,0.0,952.0,56727,98.484375,,,873.0,1.515625,,
